사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
Oct-25,경의선,1268,한국항공대,72076,66841,10143,10021,2025-11-03 10:04
Oct-25,경의선,1269,강매,69803,57882,21473,20193,2025-11-03 10:04
Oct-25,경의선,1270,행신,174769,175260,40676,41556,2025-11-03 10:04
Oct-25,경의선,1271,능곡,93519,87183,37306,36653,2025-11-03 10:04
Oct-25,경의선,1272,곡산,11179,11867,6785,6817,2025-11-03 10:04
Oct-25,경의선,1273,백마,166479,161094,42454,42187,2025-11-03 10:04
Oct-25,경의선,1274,풍산,137906,129985,46707,45965,2025-11-03 10:04
Oct-25,경의선,1275,일산,225483,218700,79482,79541,2025-11-03 10:04
Oct-25,경의선,1276,탄현,167931,158668,46047,45456,2025-11-03 10:04
Oct-25,경의선,1277,야당,183475,188337,43881,43001,2025-11-03 10:04
Oct-25,경의선,1278,운정,151715,138360,44650,42976,2025-11-03 10:04
Oct-25,경의선,1279,금릉,109540,106738,31568,31034,2025-11-03 10:04
Oct-25,경의선,1280,금촌,140975,136317,51493,52207,2025-11-03 10:04
Oct-25,경의선,1282,월롱,47462,41367,9560,10034,2025-11-03 10:04
Oct-25,경의선,1283,파주,32402,25833,7990,7273,2025-11-03 10:04
Oct-25,경의선,1284,문산,123260,119134,50551,50226,2025-11-03 10:04
Oct-25,경의선,1285,임진강,859,788,514,428,2025-11-03 10:04
Oct-25,경의선,1286,운천,47,36,98,92,2025-11-03 10:04
Oct-25,경의선,1291,서울역,69985,91312,18512,20887,2025-11-03 10:04
Oct-25,경의선,1292,공덕,99856,79823,16449,15781,2025-11-03 10:04
Oct-25,경의선,1293,홍대입구,68767,82748,5972,6775,2025-11-03 10:04
Oct-25,경의선,1294,디지털미디어시티,64692,60950,13333,14421,2025-11-03 10:04
Oct-25,경의선,1295,김포공항,1,0,0,0,2025-11-03 10:04
Oct-25,경의선,1296,계양,5,0,1,0,2025-11-03 10:04
Oct-25,경의선,1297,검암,4,0,0,0,2025-11-03 10:04
Oct-25,경춘선,1311,신내,57217,53540,22847,22152,2025-11-03 10:04
Oct-25,경춘선,1312,갈매,55259,47974,21686,20251,2025-11-03 10:04
Oct-25,경춘선,1313,별내,52502,46932,23244,20245,2025-11-03 10:04
Oct-25,경춘선,1314,퇴계원,63232,56959,33490,32249,2025-11-03 10:04
Oct-25,경춘선,1315,사릉,42582,40706,19655,19762,2025-11-03 10:04
Oct-25,경춘선,1316,금곡,28889,27649,19579,19048,2025-11-03 10:04
Oct-25,경춘선,1317,평내호평,132032,129494,52500,51076,2025-11-03 10:04
Oct-25,경춘선,1318,천마산,28449,25125,19679,19608,2025-11-03 10:04
Oct-25,경춘선,1319,마석,83419,80074,41441,40943,2025-11-03 10:04
Oct-25,경춘선,1320,대성리,10251,11085,8545,8305,2025-11-03 10:04
Oct-25,경춘선,1321,청평,34115,33636,23096,22709,2025-11-03 10:04
Oct-25,경춘선,1322,상천,3888,3469,5871,5740,2025-11-03 10:04
Oct-25,경춘선,1323,가평,50559,49249,22896,22759,2025-11-03 10:04
Oct-25,경춘선,1324,굴봉산,1914,1808,2801,2745,2025-11-03 10:04
Oct-25,경춘선,1325,백양리,3062,2951,1748,1783,2025-11-03 10:04
Oct-25,경춘선,1326,강촌,11008,11063,5767,5927,2025-11-03 10:04
Oct-25,경춘선,1327,김유정,10509,11529,5752,6061,2025-11-03 10:04
Oct-25,경춘선,1328,남춘천,73393,71507,29979,31536,2025-11-03 10:04
Oct-25,경춘선,1329,춘천,43082,36540,20563,17199,2025-11-03 10:04
Oct-25,수인선,1873,고색,129711,128343,24563,23144,2025-11-03 10:04
Oct-25,수인선,1874,오목천,112720,93067,20082,19335,2025-11-03 10:04
Oct-25,수인선,1875,어천,38781,35846,9604,10507,2025-11-03 10:04
Oct-25,수인선,1876,야목,16759,14099,4271,3810,2025-11-03 10:04
Oct-25,수인선,1877,사리,124201,106912,23899,21615,2025-11-03 10:04
Oct-25,수인선,1878,달월,1827,1567,1203,745,2025-11-03 10:04
Oct-25,수인선,1879,월곶,70142,63572,25801,25131,2025-11-03 10:04
Oct-25,수인선,1880,소래포구,106470,103225,72565,71687,2025-11-03 10:04
Oct-25,수인선,1881,인천논현,112498,120363,41567,41813,2025-11-03 10:04
Oct-25,수인선,1882,호구포,81150,83552,24752,24461,2025-11-03 10:04
Oct-25,수인선,1883,남동인더스파크,49074,54587,6840,6964,2025-11-03 10:04
Oct-25,수인선,1884,원인재,90097,95434,38695,38951,2025-11-03 10:04
Oct-25,수인선,1885,연수,101610,99511,35489,35486,2025-11-03 10:04
Oct-25,수인선,1886,송도,49467,43280,25797,24617,2025-11-03 10:04
Oct-25,수인선,1888,인하대,176578,162217,34813,32881,2025-11-03 10:04
Oct-25,수인선,1889,숭의,92790,83734,35103,32998,2025-11-03 10:04
Oct-25,수인선,1890,신포,37381,37472,16411,16425,2025-11-03 10:04
Oct-25,수인선,1891,인천,21998,36266,15298,19864,2025-11-03 10:04
Oct-25,경강선,1501,판교,145401,139041,23040,19309,2025-11-03 10:04
Oct-25,경강선,1502,이매,23969,20213,6828,6823,2025-11-03 10:04
Oct-25,경강선,1503,삼동,50412,45436,15114,15233,2025-11-03 10:04
Oct-25,경강선,1504,경기광주,193529,181565,37936,37418,2025-11-03 10:04
Oct-25,경강선,1505,초월,88253,80390,18495,18092,2025-11-03 10:04
Oct-25,경강선,1506,곤지암,58912,57717,16872,17531,2025-11-03 10:04
Oct-25,경강선,1507,신둔도예촌,36204,33213,9342,9111,2025-11-03 10:04
Oct-25,경강선,1508,이천,77747,83076,18708,19927,2025-11-03 10:04
Oct-25,경강선,1509,부발,62129,59889,12687,12887,2025-11-03 10:04
Oct-25,경강선,1510,세종대왕릉,7014,6979,4851,5115,2025-11-03 10:04
Oct-25,경강선,1511,여주,77929,77152,26739,26664,2025-11-03 10:04
Oct-25,경강선,1512,성남,28347,23556,6928,7063,2025-11-03 10:04
Oct-25,서해선,1980,김포공항,87816,119684,13323,24031,2025-11-03 10:04
Oct-25,서해선,1981,원종,102391,98915,46261,47237,2025-11-03 10:04
Oct-25,서해선,1982,부천종합운동장,71445,61206,9816,8156,2025-11-03 10:04
Oct-25,5호선,2511,방화,142114,136188,60601,59388,2025-11-03 10:04
Oct-25,5호선,2512,개화산,123803,118021,48374,46937,2025-11-03 10:04
Oct-25,5호선,2513,김포공항,331302,199302,57343,42799,2025-11-03 10:04
Oct-25,5호선,2514,송정,129859,122548,53113,51142,2025-11-03 10:04
Oct-25,5호선,2515,마곡,344801,349526,64864,62669,2025-11-03 10:04
Oct-25,5호선,2516,발산,516341,539631,123323,119282,2025-11-03 10:04
Oct-25,5호선,2517,우장산,315633,310123,105114,110039,2025-11-03 10:04
Oct-25,5호선,2518,화곡,638549,589175,158725,151923,2025-11-03 10:04
Oct-25,5호선,2519,까치산,612846,580532,169465,170728,2025-11-03 10:04
Oct-25,5호선,2520,신정(은행정),305130,246707,70618,68881,2025-11-03 10:04
Oct-25,5호선,2521,목동,369880,404331,89710,90899,2025-11-03 10:04
Oct-25,5호선,2522,오목교(목동운동장앞),487824,525334,93286,92775,2025-11-03 10:04
Oct-25,5호선,2523,양평,186338,180043,31787,30921,2025-11-03 10:04
Oct-25,5호선,2524,영등포구청,111575,109447,20953,20811,2025-11-03 10:04
Oct-25,5호선,2525,영등포시장,255093,255543,79675,81884,2025-11-03 10:04
Oct-25,5호선,2526,신길,125650,129828,12878,13049,2025-11-03 10:04
Oct-25,5호선,2527,여의도,670084,716374,56123,52986,2025-11-03 10:04
Oct-25,5호선,2528,여의나루,378116,422590,33977,33149,2025-11-03 10:04
Oct-25,5호선,2529,마포,320627,326063,65473,64487,2025-11-03 10:04
Oct-25,5호선,2530,공덕,327948,343572,51550,48308,2025-11-03 10:04
Oct-25,5호선,2531,애오개,142107,137432,39559,38006,2025-11-03 10:04
Oct-25,5호선,2532,충정로(경기대입구),111131,114231,16227,16464,2025-11-03 10:04
Oct-25,5호선,2533,서대문,425294,425234,73370,69949,2025-11-03 10:04
Oct-25,5호선,2534,광화문(세종문화회관),825281,870161,105355,105990,2025-11-03 10:04
Oct-25,5호선,2535,종로3가,386810,401224,95809,97218,2025-11-03 10:04
Oct-25,5호선,2536,을지로4가,143047,140788,42951,43021,2025-11-03 10:04
Oct-25,5호선,2537,동대문역사문화공원(DDP),75767,86063,8367,9488,2025-11-03 10:04
Oct-25,5호선,2538,청구,73696,73668,20911,17767,2025-11-03 10:04
Oct-25,5호선,2539,신금호,133774,139587,40590,46230,2025-11-03 10:04
Oct-25,5호선,2540,행당,169358,150085,52633,47181,2025-11-03 10:04
Oct-25,5호선,2541,왕십리(성동구청),102140,121579,26481,27736,2025-11-03 10:04
Oct-25,5호선,2542,마장,125420,117073,42718,42119,2025-11-03 10:04
Oct-25,5호선,2543,답십리,351909,309761,85857,82355,2025-11-03 10:04
Oct-25,5호선,2544,장한평,436632,425214,103261,105510,2025-11-03 10:04
Oct-25,5호선,2545,군자(능동),292080,324111,45446,48580,2025-11-03 10:04
Oct-25,5호선,2546,아차산(어린이대공원후문),336519,329097,112416,109685,2025-11-03 10:04
Oct-25,5호선,2547,광나루(장신대),255509,244785,71542,70045,2025-11-03 10:04
Oct-25,5호선,2548,천호(풍납토성),416120,401222,167452,166895,2025-11-03 10:04
Oct-25,5호선,2549,강동,397288,381713,116581,113894,2025-11-03 10:04
Oct-25,5호선,2550,길동,167385,168555,84974,87207,2025-11-03 10:04
Oct-25,5호선,2551,굽은다리(강동구민회관앞),192759,183135,86635,81623,2025-11-03 10:04
Oct-25,5호선,2552,명일,161064,156956,71786,72677,2025-11-03 10:04
Oct-25,5호선,2553,고덕,203891,199290,81049,79715,2025-11-03 10:04
Oct-25,5호선,2554,상일동,302836,285602,98114,97301,2025-11-03 10:04
Oct-25,5호선,2555,둔촌동,268875,263471,98938,98355,2025-11-03 10:04
Oct-25,5호선,2556,올림픽공원(한국체대),126379,117583,42649,37971,2025-11-03 10:04
Oct-25,5호선,2557,방이,153983,157673,54912,54276,2025-11-03 10:04
Oct-25,5호선,2558,오금,76066,77726,23460,22744,2025-11-03 10:04
Oct-25,5호선,2559,개롱,127389,129781,53947,56137,2025-11-03 10:04
Oct-25,5호선,2560,거여,205186,199829,73380,71566,2025-11-03 10:04
Oct-25,5호선,2561,마천,140527,121008,58616,59852,2025-11-03 10:04
Oct-25,5호선,2562,강일,122134,110383,48374,46421,2025-11-03 10:04
Oct-25,5호선,2563,미사,416765,420324,97054,96287,2025-11-03 10:04
Oct-25,5호선,2564,하남풍산,92557,91128,37448,37267,2025-11-03 10:04
Oct-25,5호선,2565,하남시청(덕풍·신장),166843,151628,84102,83787,2025-11-03 10:04
Oct-25,5호선,2566,하남검단산,139698,130877,57728,56964,2025-11-03 10:04
Oct-25,6호선,2611,응암,376289,371218,137077,135488,2025-11-03 10:04
Oct-25,6호선,2612,역촌,74493,93253,35799,35634,2025-11-03 10:04
Oct-25,6호선,2613,불광,91243,89688,47441,38948,2025-11-03 10:04
Oct-25,6호선,2614,독바위,54259,53893,21915,27537,2025-11-03 10:04
Oct-25,6호선,2615,연신내,64,0,5,0,2025-11-03 10:04
Oct-25,6호선,2616,구산,171662,116404,59974,62741,2025-11-03 10:04
Oct-25,6호선,2617,새절(신사),263088,241797,93684,93681,2025-11-03 10:04
Oct-25,6호선,2618,증산(명지대앞),193072,189751,73049,73904,2025-11-03 10:04
Oct-25,6호선,2619,디지털미디어시티,334169,359031,63138,63544,2025-11-03 10:04
Oct-25,6호선,2620,월드컵경기장(성산),161657,188058,97125,97104,2025-11-03 10:04
Oct-25,6호선,2621,마포구청,336500,297309,89464,81022,2025-11-03 10:04
Oct-25,6호선,2622,망원,391470,419353,91156,94032,2025-11-03 10:04
Oct-25,6호선,2623,합정,353575,349354,45748,41118,2025-11-03 10:04
Oct-25,6호선,2624,상수,294090,329382,23656,23636,2025-11-03 10:04
Oct-25,6호선,2625,광흥창(서강),208177,195654,58031,57564,2025-11-03 10:04
Oct-25,6호선,2626,대흥(서강대앞),223408,233777,49830,49967,2025-11-03 10:04
Oct-25,6호선,2627,공덕,426876,418968,84956,79877,2025-11-03 10:04
Oct-25,6호선,2628,효창공원앞,181108,164865,42630,39531,2025-11-03 10:04
Oct-25,6호선,2629,삼각지(전쟁기념관),214175,188818,21696,17550,2025-11-03 10:04
Oct-25,6호선,2630,녹사평(용산구청),152408,159920,19496,19167,2025-11-03 10:04
Oct-25,6호선,2631,이태원,356173,413510,31268,31391,2025-11-03 10:04
Oct-25,6호선,2632,한강진,267688,325122,17637,17542,2025-11-03 10:04
Oct-25,6호선,2633,버티고개,49290,46669,14083,16364,2025-11-03 10:04
Oct-25,6호선,2634,약수,83503,81348,21628,21122,2025-11-03 10:04
Oct-25,6호선,2635,청구,86602,81172,19823,20483,2025-11-03 10:04
Oct-25,6호선,2636,신당,195707,197618,36337,34711,2025-11-03 10:04
Oct-25,6호선,2637,동묘앞,201367,205579,74046,68565,2025-11-03 10:04
Oct-25,6호선,2638,창신,82378,67718,19254,18054,2025-11-03 10:04
Oct-25,6호선,2639,보문,198944,186242,33870,31797,2025-11-03 10:04
Oct-25,6호선,2640,안암(고대병원앞),338310,334804,38061,37733,2025-11-03 10:04
Oct-25,6호선,2641,고려대(종암),224640,211192,37229,36410,2025-11-03 10:04
Oct-25,6호선,2642,월곡(동덕여대),267440,253314,72152,71994,2025-11-03 10:04
Oct-25,6호선,2643,상월곡(한국과학기술연구원),146387,133339,43597,42303,2025-11-03 10:04
Oct-25,6호선,2644,돌곶이,262686,238633,68945,67600,2025-11-03 10:04
Oct-25,6호선,2645,석계,267173,274041,85515,84991,2025-11-03 10:04
Oct-25,6호선,2646,태릉입구,131632,149015,36472,36775,2025-11-03 10:04
Oct-25,6호선,2647,화랑대(서울여대입구),273409,220824,52493,48123,2025-11-03 10:04
Oct-25,6호선,2648,봉화산(서울의료원),181113,168296,54362,53584,2025-11-03 10:04
Oct-25,6호선,2649,신내,10,0,0,0,2025-11-03 10:04
Oct-25,7호선,2711,장암,62781,24468,16380,12755,2025-11-03 10:04
Oct-25,7호선,2712,도봉산,204119,230188,56246,79603,2025-11-03 10:04
Oct-25,7호선,2713,수락산,247940,243710,111956,113086,2025-11-03 10:04
Oct-25,7호선,2714,마들,271541,250918,102556,100731,2025-11-03 10:04
Oct-25,7호선,2715,노원,422603,456400,140198,142289,2025-11-03 10:04
Oct-25,7호선,2716,중계,307339,279652,102303,99099,2025-11-03 10:04
Oct-25,7호선,2717,하계,383040,355952,121853,117329,2025-11-03 10:04
Oct-25,7호선,2718,공릉(서울과학기술대),269111,261565,82020,82814,2025-11-03 10:04
Oct-25,7호선,2719,태릉입구,198745,187077,50670,47218,2025-11-03 10:04
Oct-25,7호선,2720,먹골,215583,210428,73451,74803,2025-11-03 10:04
Oct-25,7호선,2721,중화,237891,231932,72678,72273,2025-11-03 10:04
Oct-25,7호선,2722,상봉,413264,404827,86406,82291,2025-11-03 10:04
Oct-25,7호선,2723,면목,321295,302089,104268,106377,2025-11-03 10:04
Oct-25,7호선,2724,사가정,342539,345785,110041,110923,2025-11-03 10:04
Oct-25,7호선,2725,용마산(용마폭포공원),127211,123370,38962,42218,2025-11-03 10:04
Oct-25,7호선,2726,중곡,235904,215840,71806,72414,2025-11-03 10:04
Oct-25,7호선,2727,군자(능동),340073,262511,89464,77027,2025-11-03 10:04
Oct-25,7호선,2728,어린이대공원(세종대),443354,449153,49078,48270,2025-11-03 10:04
Oct-25,7호선,2729,건대입구,326060,353103,66784,62645,2025-11-03 10:04
Oct-25,7호선,2730,자양(뚝섬한강공원),279107,268538,54521,54366,2025-11-03 10:04
Oct-25,7호선,2731,청담,397386,435831,76947,74464,2025-11-03 10:04
Oct-25,7호선,2732,강남구청,371376,416241,54583,55454,2025-11-03 10:04
Oct-25,7호선,2733,학동,505612,525394,64732,61467,2025-11-03 10:04
Oct-25,7호선,2734,논현,449146,473050,46629,45641,2025-11-03 10:04
Oct-25,7호선,2735,반포,149186,143679,45209,42848,2025-11-03 10:04
Oct-25,7호선,2736,고속터미널,458198,351327,86489,75629,2025-11-03 10:04
Oct-25,7호선,2737,내방,312583,313200,77107,73866,2025-11-03 10:04
Oct-25,7호선,2738,이수,378641,371408,89202,84409,2025-11-03 10:04
Oct-25,7호선,2739,남성,236118,222369,80024,80845,2025-11-03 10:04
Oct-25,7호선,2740,숭실대입구(살피재),335881,331034,66784,68942,2025-11-03 10:04
Oct-25,7호선,2741,상도,279560,272252,67186,64175,2025-11-03 10:04
Oct-25,7호선,2742,장승배기,193881,187471,72700,73838,2025-11-03 10:04
Oct-25,7호선,2743,신대방삼거리,323432,304581,96908,98627,2025-11-03 10:04
Oct-25,7호선,2744,보라매,151338,157979,33186,33939,2025-11-03 10:04
Oct-25,7호선,2745,신풍,251325,234501,80088,78595,2025-11-03 10:04
Oct-25,7호선,2746,대림(구로구청),230770,232488,51221,49729,2025-11-03 10:04
Oct-25,7호선,2747,남구로,332547,349891,70097,71729,2025-11-03 10:04
Oct-25,7호선,2748,가산디지털단지,964295,957826,101913,94600,2025-11-03 10:04
Oct-25,7호선,2749,철산,501013,516316,121625,121162,2025-11-03 10:04
Oct-25,7호선,2750,광명사거리,437690,427556,178339,184537,2025-11-03 10:04
Oct-25,7호선,2751,천왕,258738,247556,67662,68318,2025-11-03 10:04
Oct-25,7호선,2752,온수(성공회대입구),228339,211135,47248,44557,2025-11-03 10:04
Oct-25,7호선,2753,까치울,1,0,0,0,2025-11-03 10:04
Oct-25,8호선,2810,암사역사공원,156193,135220,38617,37459,2025-11-03 10:04
Oct-25,8호선,2811,암사,338269,307838,114938,112691,2025-11-03 10:04
Oct-25,8호선,2812,천호(풍납토성),381886,447203,114404,114432,2025-11-03 10:04
Oct-25,8호선,2813,강동구청,214814,217840,72115,73046,2025-11-03 10:04
Oct-25,8호선,2814,몽촌토성(평화의문),169809,177261,36904,36521,2025-11-03 10:04
Oct-25,8호선,2815,잠실(송파구청),467002,558285,93025,92693,2025-11-03 10:04
Oct-25,8호선,2816,석촌,184821,220975,60065,62380,2025-11-03 10:04
Oct-25,8호선,2817,송파,195746,192157,73512,72582,2025-11-03 10:04
Oct-25,8호선,2818,가락시장,164522,186202,71087,73377,2025-11-03 10:04
Oct-25,8호선,2819,문정,494220,515602,68622,68461,2025-11-03 10:04
Oct-25,8호선,2820,장지,380464,351689,94800,89408,2025-11-03 10:04
Oct-25,8호선,2821,복정,221649,186108,48186,44338,2025-11-03 10:04
Oct-25,8호선,2822,산성,136334,137583,38043,40786,2025-11-03 10:04
Oct-25,8호선,2823,남한산성입구(성남법원.검찰청),292463,262626,79911,75254,2025-11-03 10:04
Oct-25,8호선,2824,단대오거리,257850,241660,79897,78058,2025-11-03 10:04
Oct-25,8호선,2825,신흥,106778,108261,44716,45089,2025-11-03 10:04
Oct-25,8호선,2826,수진,108490,99110,47507,46656,2025-11-03 10:04
Oct-25,8호선,2827,모란,92916,76115,62171,48759,2025-11-03 10:04
Oct-25,8호선,2828,남위례,168146,167705,39981,38444,2025-11-03 10:04
Oct-25,9호선,4101,개화,58631,40161,13250,10984,2025-11-03 10:04
Oct-25,9호선,4102,김포공항,165539,310168,19180,30969,2025-11-03 10:04
Oct-25,9호선,4103,공항시장,57072,60674,23257,24975,2025-11-03 10:04
Oct-25,9호선,4104,신방화,142161,139701,50062,50186,2025-11-03 10:04
Oct-25,9호선,4105,마곡나루(서울식물원),367334,357928,46177,45768,2025-11-03 10:04
Oct-25,9호선,4106,양천향교,238769,245525,51577,51060,2025-11-03 10:04
Oct-25,9호선,4107,가양,469017,460341,150881,148364,2025-11-03 10:04
Oct-25,9호선,4108,증미,170472,162391,40095,39562,2025-11-03 10:04
Oct-25,9호선,4109,등촌,253004,238485,96818,98755,2025-11-03 10:04
Oct-25,9호선,4110,염창,411812,392358,85371,82540,2025-11-03 10:04
Oct-25,9호선,4111,신목동,97317,85299,28607,27232,2025-11-03 10:04
Oct-25,9호선,4112,선유도,204152,186164,36263,35486,2025-11-03 10:04
Oct-25,9호선,4113,당산,443449,430603,75159,69809,2025-11-03 10:04
Oct-25,9호선,4114,국회의사당,367593,382309,60992,55052,2025-11-03 10:04
Oct-25,9호선,4115,여의도,737454,703270,56032,52302,2025-11-03 10:04
Oct-25,9호선,4116,샛강,138861,136343,30248,29812,2025-11-03 10:04
Oct-25,9호선,4117,노량진,682321,676239,92579,92770,2025-11-03 10:04
Oct-25,9호선,4118,노들,119933,102070,37108,34290,2025-11-03 10:04
Oct-25,9호선,4119,흑석(중앙대입구),207634,209968,63017,63238,2025-11-03 10:04
Oct-25,9호선,4120,동작(현충원),46640,40979,17511,15921,2025-11-03 10:04
Oct-25,9호선,4121,구반포,42432,37364,10004,9555,2025-11-03 10:04
Oct-25,9호선,4122,신반포,107300,103291,32641,32228,2025-11-03 10:04
Oct-25,9호선,4123,고속터미널,399994,553962,76925,92165,2025-11-03 10:04
Oct-25,9호선,4124,사평,90232,87092,26198,26116,2025-11-03 10:04
Oct-25,9호선,4125,신논현,812802,824170,56384,54209,2025-11-03 10:04
Oct-25,공항철도 1호선,4201,서울역,394186,351110,40563,37404,2025-11-03 10:04
Oct-25,공항철도 1호선,4202,공덕,78060,103790,9795,11452,2025-11-03 10:04
Oct-25,공항철도 1호선,4203,홍대입구,481863,451768,22400,20394,2025-11-03 10:04
Oct-25,공항철도 1호선,4204,디지털미디어시티,338181,317907,31522,29369,2025-11-03 10:04
Oct-25,공항철도 1호선,4206,마곡나루(서울식물원),332234,321827,24371,23804,2025-11-03 10:04
Oct-25,공항철도 1호선,4207,김포공항,273377,145732,27349,16190,2025-11-03 10:04
Oct-25,공항철도 1호선,4208,계양,234798,232247,38386,36240,2025-11-03 10:04
Oct-25,공항철도 1호선,4209,검암,157878,161032,19062,20640,2025-11-03 10:04
Oct-25,공항철도 1호선,4210,청라국제도시,194850,185961,16120,16013,2025-11-03 10:04
Oct-25,공항철도 1호선,4211,운서,265944,284681,34505,34705,2025-11-03 10:04
Oct-25,공항철도 1호선,4212,공항화물청사,44064,60602,9664,9527,2025-11-03 10:04
Oct-25,공항철도 1호선,4213,인천공항1터미널,439030,409177,44384,40562,2025-11-03 10:04
Oct-25,공항철도 1호선,4215,인천공항2터미널,247017,198738,24984,20973,2025-11-03 10:04
Oct-25,공항철도 1호선,4217,영종,112362,115268,26411,26503,2025-11-03 10:04
Oct-25,9호선2~3단계,4126,언주,266441,267507,32331,32008,2025-11-03 10:04
Oct-25,9호선2~3단계,4127,선정릉,232040,252895,30627,32042,2025-11-03 10:04
Oct-25,9호선2~3단계,4128,삼성중앙,176665,183828,30086,29431,2025-11-03 10:04
Oct-25,9호선2~3단계,4129,봉은사,561780,563442,61811,54594,2025-11-03 10:04
Oct-25,9호선2~3단계,4130,종합운동장,125719,125448,24576,22260,2025-11-03 10:04
Oct-25,9호선2~3단계,4131,삼전,185259,172124,47632,46729,2025-11-03 10:04
Oct-25,9호선2~3단계,4132,석촌고분,159669,152989,45106,45076,2025-11-03 10:04
Oct-25,9호선2~3단계,4133,석촌,227731,204399,45446,40504,2025-11-03 10:04
Oct-25,9호선2~3단계,4134,송파나루,133275,141242,33117,34588,2025-11-03 10:04
Oct-25,9호선2~3단계,4135,한성백제,74920,64912,21155,18445,2025-11-03 10:04
Oct-25,9호선2~3단계,4136,올림픽공원(한국체대),254925,262513,34191,34578,2025-11-03 10:04
Oct-25,9호선2~3단계,4137,둔촌오륜,98906,95792,24659,25526,2025-11-03 10:04
Oct-25,9호선2~3단계,4138,중앙보훈병원,257221,214469,87312,84572,2025-11-03 10:04
Oct-25,우이신설선,4701,북한산우이,62665,55592,40213,41589,2025-11-03 10:04
Oct-25,우이신설선,4702,솔밭공원,44110,39462,32628,34044,2025-11-03 10:04
Oct-25,우이신설선,4703,4.19민주묘지,71638,69621,41302,36703,2025-11-03 10:04
Oct-25,우이신설선,4704,가오리,69661,66834,54366,55036,2025-11-03 10:04
Oct-25,우이신설선,4705,화계,57602,51018,49361,49352,2025-11-03 10:04
Oct-25,우이신설선,4706,삼양,39358,39598,31760,34494,2025-11-03 10:04
Oct-25,우이신설선,4707,삼양사거리,37694,36304,38530,38257,2025-11-03 10:04
Oct-25,우이신설선,4708,솔샘,122871,110131,43688,44806,2025-11-03 10:04
Oct-25,우이신설선,4709,북한산보국문,139133,124746,46657,46243,2025-11-03 10:04
Oct-25,우이신설선,4710,정릉,93286,77736,49696,45763,2025-11-03 10:04
Oct-25,우이신설선,4711,성신여대입구(돈암),75862,85771,34282,32388,2025-11-03 10:04
Oct-25,우이신설선,4712,보문,35452,34023,18647,18542,2025-11-03 10:04
Oct-25,우이신설선,4713,신설동,37359,36201,34473,30641,2025-11-03 10:04
Oct-25,신림선,4401,샛강,60325,74626,16319,15309,2025-11-03 10:04
Oct-25,신림선,4402,대방,74612,55383,21676,17760,2025-11-03 10:04
Oct-25,신림선,4403,서울지방병무청,61950,67093,28965,31346,2025-11-03 10:04
Oct-25,신림선,4404,보라매,96672,86790,28375,26045,2025-11-03 10:04
Oct-25,신림선,4405,보라매공원,49998,55501,22161,24094,2025-11-03 10:04
Oct-25,신림선,4406,보라매병원,155445,161070,60777,59743,2025-11-03 10:04
Oct-25,신림선,4407,당곡,98091,91869,42205,40426,2025-11-03 10:04
Oct-25,신림선,4408,신림,45766,55275,20704,23413,2025-11-03 10:04
Oct-25,신림선,4409,서원,76188,63737,27816,26864,2025-11-03 10:04
Oct-25,신림선,4410,서울대벤처타운,222116,191974,70211,69174,2025-11-03 10:04
Oct-25,신림선,4411,관악산(서울대),60922,59097,36734,36822,2025-11-03 10:04
